Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,EMA_21High,EMA_21Low,EMA_200Close,in_position,entry_price,exit_price,buy_signal,sell_signal,profit_loss,last_entry_price,actual_capital,inventory,buy_sell_date,stock_name,last BUY/SELL date,total_profit_loss,initial_price,final_price,total_difference_stock
2024-07-23 00:00:00+05:30,2991.845704571471,3001.313570725178,2916.1027753418134,2965.734375,9026022,0.0,0.0,3107.7458870030005,3042.48045627617,2788.3319157739775,False,0.0,2988.407420414608,False,True,-228.57394430804288,0.0,0.0,28888.652857347664,2024-07-23 00:00:00+05:30,RELIANCE.NS,2024-07-23 00:00:00+05:30,18888.652857347675,26.594606399536133,2745.050048828125,2718.455442428589
2024-10-03 00:00:00+05:30,3582.5,3617.0,3485.39990234375,3497.64990234375,5315877,0.0,0.0,3717.9701502441967,3643.974951249883,3461.41661029469,False,0.0,3639.35009765625,False,True,-131.2998046875,0.0,0.0,42996.01507975109,2024-10-03 00:00:00+05:30,LT.NS,2024-10-03 00:00:00+05:30,32996.01507975109,30.16918182373047,3555.050048828125,3524.8808670043945
2024-10-14 00:00:00+05:30,8592.599609375,8689.0,8539.25,8570.5,181469,0.0,0.0,8232.342749328092,7989.109921368477,6987.83861644793,True,8608.0,0.0,True,False,0.0,8608.0,1.0,73940.85142263844,2024-10-08 00:00:00+05:30,ABB.NS,2024-10-08 00:00:00+05:30,72548.8514226384,7.376016139984131,8570.5,8563.123983860016
2024-10-03 00:00:00+05:30,4810.0,5235.0,4703.7998046875,5163.85009765625,1698043,0.0,0.0,4767.061787745526,4506.203131394444,3952.337658561771,True,4910.0,0.0,True,False,0.0,4910.0,2.0,9086.951498776423,2024-09-23 00:00:00+05:30,AMBER.NS,2024-09-23 00:00:00+05:30,8906.951498776423,1241.516845703125,5145.39990234375,3903.883056640625
